,Class,Text,length
4555,0,gettin rdi ship comp,23
4556,0,hospit da return home even,52
4557,0,piss talk someon reali u point thi read backward,90
4558,0,think da wil,23
4559,0,awak oh,24
4560,0,good afternoon boytoy goe walk day get polic abstract still wake miss babe,156
4561,0,much u tri get,25
4562,0,come around lt decim gt pm vikki otsid nw il come tht time,73
4563,0,tell address,34
4564,0,honeyb said sweetest world god laugh amp said wait u havnt met person read thi msg moral even god crack joke gm gn ge gn,158
4565,0,buy blackberri bold torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,208
4566,0,togeth thinkin,56
4567,0,hiya go sunni africa hope u r avin good time give big old silver back big kiss,112
4568,0,time come tomorrow,35
4569,1,wanna laugh tri chit chat mobil logon txting word chat send cm po box london w zf p msg rcvd,156
4570,0,cha quiteamuz scool babe,34
4571,0,omg u know ate,30
4572,1,urgent thi nd attempt contact u u call b csbcm wc n xx callcost ppmmobilesvari max,146
4573,0,,24
4574,0,directli behind abt row behind,46
4575,1,congratul ur award cd voucher gift guarant free entri wkli draw txt music,115
4576,1,contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,159
4577,1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm,152
4578,0,plan yet,34
4579,0,hi engag ha fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,142
4580,0,cour onli math one day one chapter one month finish,75
4581,0,wow think wa common take back ur freak unless u chop,95
4582,1,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk,126
4583,0,noooooooo plea last thing need stress onc life fair,77
4584,1,u secret admir look make contact u find r reveal think ur special call stopsm ppm,158
4585,1,mila age blond new uk look sex uk guy u like fun text mtalk pp txt st free increment help,158
4586,0,see swing bit got thing take care firsg,79
4587,0,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,229
4588,0,finish work yet someth,44
4589,0,tomorrow go theatr come wherev u call tell come tomorrow,117
4590,1,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx,155
4591,0,right wasnt phone wa someon number like,70
4592,0,ok wun b angri msg u aft come home tonight,53
4593,0,good time nice someth bit differ weekend chang see ya soon,106
4594,0,yo sorri wa shower sup,30
4595,0,carlo pick swing usf littl bit,86
4596,0,full heat pa appli oil pa,38
4597,0,stuck da middl da row da right hand side da lt,67
4598,0,laid airtel line rest,39
4599,0,hi u decid wot get hi bday ill prob ju get voucher frm virgin sumf,97
4600,1,freemsg txt call claim reward hour talk time use phone subscrib gbp mnth inc hr stop txtstop,144
4601,0,hey j r u feel ani better,30
4602,0,plan stay night prolli back til late,73
4603,0,thanx puttin da fone,35
4604,0,need th campu atm could pick hour two,72
4605,0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,134
4606,0,run onli manag minut need oxygen might resort roller option,106
4607,0,live next lt gt min,35
4608,0,de ask like thi,22
4609,0,glad talk,31
4610,0,wat time finish,19
4611,0,sorri da gone mad mani pend work,54
4612,0,much got clean,29
4613,0,favourit person today r u workin hard sleep last nite nearli rang u,101
4614,1,sunshin quiz win super soni dvd record cannam capit australia text mquiz b,108
4615,0,call dad oredi,22
4616,0,good think could send pix would love see top bottom,89
4617,0,nvm go wear sport shoe anyway go late leh,75
4618,0,sorri call later meet,34
4619,0,thi long fuckin showr,27
4620,0,receiv understood n act upon,34
4621,0,final came fix ceil,37
4622,0,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,172
4623,0,ju finish blow hair u finish dinner alreadi,52
4624,0,bu love,24
4625,0,lol knew saw dollar store,54
4626,1,plea call custom servic repr pm guarant cash prize,137
4627,1,today voda number end select receiv reward match plea call quot claim code standard rate appli,165
4628,0,onli saturday sunday holiday veri difficult,56
4629,0,everybodi fun thi even miss,41
4630,0,got hella ga money want go grand natur adventur galileo littl bit,89
4631,0,meet call later,34
4632,0,oh wow gay firmwar updat help,43
4633,0,move morphin,43
4634,0,come din c yup cut hair,43
4635,0,k k pa lunch aha,26
4636,0,oh ho thi first time u use type word,55
4637,0,captain vijaykanth comedi captain tv drunken,66
4638,0,cour guess god got hold right,55
4639,0,hide anythi keep distanc,49
4640,0,havent,7
4641,1,rip get mobil content www clubmobi com call poli true pix rington game six download onli,143
4642,0,sorri din lock keypad,27
4643,0,u got person stori,28
4644,0,plan come chennai,33
4645,1,tri contact repli offer video phone anytim ani network min half price line rental camcord repli call,155
4646,0,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg,157
4647,0,okay go sleep later,38
4648,0,plea protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,159
4649,0,final ha happen aftr decad beer cheaper petrol gover expect us drink drive,139
4650,1,xma reward wait comput ha randomli pick loyal mobil custom receiv reward call,156
4651,0,r e meet tmr,22
4652,0,lol ye add spice day,48
4653,0,hope great day,32
4654,0,prasanth ettan mother pass away last night pray famili,80
4655,0,k work someth,26
4656,1,privat account statement show un redeem point call identifi code expir,136
4657,0,thi messag great doctor india drink appi fizz contain cancer cau age,106
4658,0,cant pick phone right pl send messag,51
4659,0,call tell infront call,56
4660,0,ok prob,13
4661,0,ladi first genu second k,33
4662,0,ye plea swim,30
4663,0,mum go robinson alreadi,31
4664,0,ok set let u noe e detail later,35
4665,0,tel softwar name,24
4666,0,send print da,26
4667,0,im reali soz imat mum nite moro,49
4668,0,wa born god said oh anoth idiot born,70
4669,0,didnt get ur full msg sometext miss send,59
4670,0,probabl almost ga get cash tomorrow,64
4671,1,custom servic announc recent tri make deliveri unabl plea call schedul ref,152
4672,0,forgot ask smth card da present lei want write smth sign,109
4673,0,leav hou,25
4674,1,hi babe chloe r u wa smash saturday night wa great wa weekend u miss sp visionsm com text stop stop p text,160
4675,0,readi call,24
4676,0,wewa iriv mb,36
4677,0,good thing get connect bw,55
4678,0,sri da jst nw onli came home,36
4679,0,cool night lemm know around,66
4680,0,stay town,25
4681,0,haha yeah oz kind shitload,37
4682,0,ok u take shop u get paid,44
4683,0,life mean lot becau love life becau love peopl life world call friend call world ge,160
4684,0,alright bring see like lt gt min,63
4685,0,pl dont play life,33
4686,0,eatin lunch,17
4687,0,hmmm give one day,40
4688,0,tri g decid head,43
4689,0,ok prob,10
4690,0,surli ill give come review,51
4691,0,march end readi call sure problem capit never complet far work ladi,154
4692,0,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,113
4693,0,pl give food prefer pap veri slowli load sugar take hour give water veri veri slowli,147
4694,1,urgent mobil wa award bonu caller prize thi nd attempt contact call box qu,154
4695,0,guy get use dumb realiz,50
4696,0,okey dokey bit sort stuff,64
4697,0,da plan,26
4698,0,ye fine,9
4699,1,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk,132
4700,0,like new mobil,22
4701,0,anytim,10
4702,0,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,124
4703,0,yar say got error,32
4704,0,hey anyway,24
4705,0,wow healthi old airport rd lor cant thk anyth el b bath dog later,95
4706,0,wif famili book tour packag,35
4707,0,say bold torch later one torch bold,59
4708,0,haha awesom might need take doin tonight,73
4709,0,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit st salari,88
4710,0,huh slow tot u reach long ago liao u day onli leh,77
4711,0,cool princess cover face hot sticki cum,64
4712,0,big brother realli scrape barrel thi shower social misfit,76
4713,0,oop thk dun haf enuff go check tell,55
4714,0,min go lunch,26
4715,0,hey happen u switch ur cell whole day thi isnt good u care give call tomorrow,112
4716,0,k addi amp art get home,77
4717,0,uncl atlanta wish guy great semest,53
4718,0,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,102
4719,0,forgot tell smth like number section clearer,79
4720,0,yup anyth lor u dun wan ok,42
4721,0,home love still awak love kiss,59
4722,0,hello peach cake tast lush,32
4723,1,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli,153
4724,0,minor shindig place later tonight interest,70
4725,0,jason say cool pick hi place like hour,70
4726,1,mobil mth updat latest camera video phone free keep ur number get extra free min text text ye call,143
4727,0,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt,124
4728,0,reach alreadi,21
4729,0,dont know ask brother noth problem thing told,77
4730,0,k eng rock ash,25
4731,0,wat time r go xin hostel,36
4732,0,good morn dear shijutta great amp success day,75
4733,1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see co uk game term set purcha,154
4734,0,oh k placement ah,36
4735,0,possess especi first offen,48
4736,0,nt onli drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru ani problem,175
4737,0,bought test yesterday someth let know exact day u ovul get u wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,237
4738,0,pizza u want,23
4739,0,keep see weird shit bein woah reali actual reason oh,105
4740,0,mani happi return day wish happi birthday,62
4741,0,ya veri nice readi thursday,37
4742,0,hospit da return home even,52
4743,0,think u x,22
4744,1,camera award sipix digit camera call fromm landlin deliveri within day,106
4745,0,orh tot u say still dun believ,42
4746,0,put sign choo number pin show right,79
4747,0,beauti life next second hide thousand secret wish everi second wonder ur life gud n,133
4748,0,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx,91
4749,0,still mayb leav credit card get ga get back like told,99
4750,1,weekli cool mob tone readi download thi week new tone includ crazi frog axel f akon lone black eye dont p info n,160
4751,0,well boy glad g wast night appleb noth,62
4752,1,cashbin co uk get lot cash thi weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away,155
4753,0,ok lor u wan go look u,34
4754,0,u wan haf lunch da canteen,40
4755,0,make life stress alway find time laugh may add year life sure add life ur year gud ni swt dream,157
4756,0,hey look like wa wrong one kappa guy number still phone want text see around,133
4757,1,urgent mobil number ha award prize guarant call land line claim valid hr onli ppm,143
4758,1,thank continu support question thi week enter u draw cash name new us presid txt,138
4759,0,home doc gave pain med say everyth fine,56
4760,0,onli ard rest ard least price bedrm,90
4761,0,love night xxx,31
4762,0,prepar pleasur,26
4763,0,hi technic support provid assist us custom call email,83
4764,0,text way cup stop work bu,76
4765,0,radio show,22
4766,1,uniqu user id remov send stop custom servic,89
4767,0,sure still avail though,42
4768,0,watev relat u built di world onli thing remain atlast iz lonlin lotz n lot memori feel,120
4769,0,cheer lou yeah wa goodnit shame u neva came c ya gailxx,62
4770,0,hi got money da,24
4771,0,hi mobil lt gt ha ad contact list www fullonsm com great place send free sm peopl visit fullonsm com,158
4772,0,ok u tell wat time u come later lor,46
4773,0,u repeat e instruct wat e road name ur hou,61
4774,0,mani peopl seem special first sight onli veri remain special till last sight maintain till life end sh ja,156
4775,0,quit lor dun tell wait get complac,53
4776,0,sorri complet forgot pop em round thi week still,73
4777,0,u r beauti girl ive ever seen u r babi come c common room,87
4778,0,cant see join deni mina doe deni want alon time,74
4779,0,sen told go join hi uncl financ cbe,58
4780,0,yup hey one day fri ask miwa jiayin take leav go karaok,80
4781,0,call senthil hsbc,32
4782,0,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,147
4783,0,ind way wa either,51
4784,1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm,146
4785,0,holi live christ take long,45
4786,0,thk wat eat tonight,29
4787,0,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope haf mani mth come,157
4788,0,opposit side drop,56
4789,0,yup izzit still rain heavili co e mrt c outsid,68
4790,0,send resum,22
4791,0,gd luck ur exam,22
4792,0,u ask next sat make ok lor,84
4793,0,sorri wa uncl keep touch,43
4794,0,saw guy doll last night patrick swayz wa great,62
4795,1,urgent thi nd attempt contact u prize yesterday still await collect claim call,135
4796,1,santa call would littl one like call santa xma eve call book time call ppm last min c www santac com,158
4797,0,come home want u miser,46
4798,0,dont know whi get messag,47
4799,0,cool tyler take gonna buy drop hi place later tonight total order quarter got enough,151
4800,0,guy car shop wa flirt got phone number paperwork call text nervou becau cour may address call hi boss tell know thi may get fire,240
4801,0,rever cheat mathemat,45
4802,0,plan manag,30
4803,0,er hello thing quit go plan limp slowli home follow aa exhaust hang,114
4804,0,sorri delay ye master,32
4805,0,call u finish come n pick u,43
4806,1,privat account statement show unredeem bonu point claim call identifi code expir,153
4807,0,oga left phone home saw ur messag hope good great weekend,110
4808,0,worri though understand import put place poorli thought punish face worst thing ha ever happen brb gonna go kill,201
4809,0,honey pl find much sell predict nigeria mani time use veri import repli befor monday,151
4810,0,e admin build might b slightli earlier call u reach,86
4811,0,fyi usf swing room whenev,46
4812,0,call lt gt min ok,41
4813,0,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,84
4814,0,home work meh,29
4815,0,anyth valuabl onli situat first befor get second loo,98
4816,0,mark take forev pick prescript pain come back,86
4817,0,ur paper,15
4818,0,got smaller capac one quit ex,37
4819,1,check choo babe video sm shsex netun fgkslpopw fgkslpo,69
4820,0,im good think,42
4821,1,u r winner u ave special select receiv cash holiday flight inc speak live oper claim p min,151
4822,0,,7
4823,0,thought bout drink tap spile seven pub ga st broad st canal ok,111
4824,0,go sleep tire travel,42
4825,0,haha wa thinkin,29
4826,0,yup give problem mayb ju leav,68
4827,0,lol tri make day littl interest,62
4828,0,long befor get repli defer admiss til next semest,69
4829,0,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,145
4830,0,po de need job aha,38
4831,0,rat hey u ever vote next theme,46
4832,1,new mobil must go txt nokia collect today onli www tc biz optout gbp mtmsg txtauction,152
4833,0,hope pee burn tonit,29
4834,0,oh rite well im best mate pete went week geva longer week,121
4835,0,yay wait parti togeth,33
4836,0,photoshop make comput shut,42
4837,0,boy made fun today ok problem sent one messag fun,89
4838,0,one issu california okay snow manag,74
4839,1,privat account statement show un redeem point call identifi code expir,135
4840,0,hmmm mayb tri e shoppin area one forgot e name hotel,71
4841,0,awesom gonna soon later tonight,45
4842,0,need detail onlin job,37
4843,1,valu vodafon custom comput ha pick win prize collect easi call,135
4844,0,miss pray inshah allah,33
4845,0,pl help tell ashley cant find number oh,54
4846,0,escap theatr go watch kavalan minut,69
4847,0,thi increa chanc win,43
4848,0,either way work lt gt year old hope doesnt bother,81
4849,0,mayb find someth el instead,53
4850,0,gain right wife dont demand tri husband let see,76
4851,0,like new hou,22
4852,0,fine hope also,27
4853,0,also north carolina texa atm would go gre site pay test result sent,109
4854,0,u,12
4855,0,ye babi need stretch open pussi,44
4856,0,thank bomb date phone want say,58
4857,0,ok,5
4858,0,hey guy know breath neck get bud anyway abl get half track usf tonight,121
4859,0,respon one power weapon occupi place heart,80
4860,0,nokia phone lovli,22
4861,1,free messag thank use auction subscript servic p msgrcvd skip auction txt unsubscrib txt stop customercar,159
4862,1,bore housew chat n date bt nation rate p min onli landlin,95
4863,0,sorri da today wont come play drive cla,58
4864,0,realli sorri lit hair fire,40
4865,0,oh shit thought wa trip loooooool make much sen grin sofa refer wa sleep couch link sent went trip oh babe go celebr rent,299
4866,0,okey dokey swashbuckl stuff oh,39
4867,0,watch cartoon listen music amp eve go templ amp church u,92
4868,0,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face lt gt joker face,158
4869,0,dip cell dead come u better respond el shall come back,82
4870,0,well know mean text,35
4871,0,hi di yiju would happi work wif gek,66
4872,0,lol oop sorri fun,27
4873,0,wat happen crui thing,32
4874,0,know dat feelin pete wuld get em nuther place nuther time mayb,85
4875,1,lyricalladi f invit friend repli ye see www sm ac u hmmross stop send stop frnd,137
4876,0,world happiest frnd never charact dey best understand differ,126
4877,1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info,147
4878,0,yeah open chat click friend list make list easi pie,75
4879,0,alright tyler got minor crisi ha home sooner thought asap,92
4880,0,pick,27
4881,0,usual u call ard smth,35
4882,0,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,145
4883,0,mani thing antibiot use chest abdomen gyna infect even bone infect,113
4884,0,poor girl go one day lmao,31
4885,0,time,22
4886,1,today vodafon number end select receiv award number match call receiv award,148
4887,0,pl make note expo also find school anyon el wa vomit dog cat hou let know later,166
4888,0,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276
4889,0,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,171
4890,0,wor use half way stop better complet,76
4891,0,miser tell u side effect birth control massiv gut wrench cramp first month sleep last night,158
4892,0,send new number,22
4893,0,convey regard,24
4894,1,want latest video handset anytim ani network min half price line rental repli call deliveri tomorrow,132
4895,0,half year miss friendship,44
4896,0,cant pick phone right pl send messag,51
4897,0,oh fuck sake like tallahass,44
4898,0,haha wa first person wa gonna ask,47
4899,1,ou guarant latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,145
4900,0,taka lor wat time u wan come n look us,44
4901,1,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw,134
4902,0,reach anoth stop,36
4903,0,mean post wrote like mani time ritten stuff let sit wa wa feel time wa angri befor left hit send stop check phone got car said sleep bore whi time clean fold laundri etc least make bed,415
4904,1,warner villag c colin farrel swat thi wkend warner villag get free med popcorn show msg ticket kiosk valid c c kiosk repli soni mre film offer,181
4905,0,come onlin today night,32
4906,0,anyth special,22
4907,0,solihul want anyth,40
4908,0,good day,24
4909,0,regret inform u nh ha made mistak u never actual born plea report yor local hospit b termin r sorri inconveni,160
4910,0,love holiday monday feel even go dentist hour,80
4911,0,way tirupur,27
4912,1,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min,155
4913,0,alreadi got flaki parent snot suppo child job support parent ride age anyway suppo support hurt unint hurt nonetheless,237
4914,0,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,134
4915,0,drop em omw back,33
4916,1,thi nd time tri contact u u pound prize claim easi call onli p per min bt nation rate,153
4917,0,sit mu wait everyon get suit take shower,80
4918,0,call see facebook huh,45
4919,0,g say never answer text confirm deni,48
4920,0,common hearin r u wat r u wa ur day let ask u someth differ u smile today gud evng,148
4921,0,hi dear call urgnt know problem want work ani problem least tell wate repli,156
4922,0,oh yah never cancel leh haha,38
4923,0,go e normal pilat intro,49
4924,0,ok let u noe leav hou,38
4925,0,oh ye whi like tortur watch england,48
4926,0,wanna art,22
4927,0,hope piss rememb ha gone hi sister someth,98
4928,1,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u,159
4929,1,hi sexychat girl wait text text great night chat send stop stop thi servic,124
4930,0,good morn boytoy yummi lip sexi bun think crave need,149
4931,0,match start india lt gt,37
4932,0,onc free call sir,22
4933,0,hey want anyth buy,33
4934,0,hey babe go ever figur go new year,83
4935,0,k k congratul,24
4936,0,g want know fuck,38
4937,0,wa cancel yeah babi well sound import understand darlin give ring later thi fone love kate x,129
4938,0,tomarrow want got court lt decim gt come bu stand,85
4939,0,go home liao ask dad pick,46
4940,0,omg make wed chapel frontiervil whi get good stuff,87
4941,0,eatin lor goin back work soon e mountain deer show huh watch b liao veri nice,106
4942,0,check mail mail varma kept copi regard membership take care insha allah,95
4943,0,wrong phone thi phone answer thi one assum peopl well,86
4944,0,anyway think secur anyth lemm know want drive south chill,107
4945,0,alreadi back home probabl,40
4946,1,great news call freefon claim guarant cash gift speak live oper,118
4947,1,hi thi ami send free phone number coupl day give access adult parti,137
4948,0,bu way calicut,33
4949,0,hi probabl much fun get thi messag thought id txt u co im bore jame ha fart night,146
4950,0,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx,136
4951,1,welcom select servic ad benefit call special train advisor free mobil diall,140
4952,0,lost pound sinc doc visit last week woot woot gonna celebr stuf face,100
4953,0,u come back dinner rite dad ask confirm wif u,64
4954,0,master buy bb co sale bf,73
4955,0,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,146
4956,0,vivek got call number,39
4957,0,whi u call lunch,32
4958,0,mean wa left earli check co work,65
4959,0,want lt gt rs da,41
4960,0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,152
4961,0,yup ok,9
4962,0,want see pretti pussi,34
4963,1,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp,153
4964,0,peopl game mall iouri kaila,66
4965,1,urgent tri contact u today draw show prize guarant call land line claim valid hr onli,159
4966,1,donat unicef asian tsunami disast support fund text donat ad next bill,135
4967,0,futur plan tomorrow result today best present enjoy futur,133
4968,0,cme want go ho morow wil cme thi got dear didnt say ani time,125
4969,0,suppo meet discuss abt trip thought xuhui told afternoon thought go lesson,132
4970,0,hey come onlin use msn,44
4971,0,fine hope good take care,42
4972,0,oop wa shower u call hey park garag collap univ hospit see crazi stuff like doe happen,142
4973,0,aiyo u poor thing u dun wan eat u bath alreadi,62
4974,0,yar tot u knew di would happen long ago alreadi,54
4975,0,gorgeou keep pix cum thank,54
4976,0,boy wa late home hi father power frndship,56
4977,0,jade paul u txt u rememb barm want talk u txt,90
4978,0,spend new year brother hi famili let plan meet next week readi spoil,111
4979,0,u today,22
4980,0,said okay sorri,22
4981,0,slept thinkthi time lt gt pm danger,57
4982,0,network job,24
4983,1,goldvik invit hi friend repli ye see www sm ac u goldvik stop send stop frnd,138
4984,0,dont let studi stress l r,38
4985,0,u haf keep busi,32
4986,0,rush work school rush go hungri,70
4987,0,channel,25
4988,0,tell coulda real valentin u never pick noth,96
4989,1,phoni award today voda number end xxxx select receiv award match plea call quot claim code standard rate app,175
4990,0,made eta taunton plan hope still okday good see xx,97
4991,0,hungri buy smth home,27
4992,0,hey kate,9
4993,0,drive onli read need write,42
4994,0,look addi goe back monday suck,61
4995,0,happi new year hope good semest,51
4996,0,esplanad lor el,28
4997,0,talk,22
4998,0,hmph go head big baller,26
4999,0,well like actual call someon punto woulda wor,78
5000,0,nope sinc ayo travel ha forgotten hi guy,51
5001,0,still around look pick later,42
5002,1,cd u congratul ur award cd gift voucher gift guarant freeentri wkli draw xt music tnc www ldew com win ppmx age,166
5003,0,someon ha year lt gt toyota camri like mr olayiwola mileag lt gt k clean need know much sell rai dough soon land sell holla back,247
5004,0,guess pub im im happi pig clover whatev say,81
5005,0,ill b soon,15
5006,0,oh k come tomorrow,28
5007,0,go fool dont cheat ok,28
5008,0,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar,78
5009,0,way rencontr meet mountain dont,60
5010,1,guarant cash prize claim yr prize call custom servic repr pm cost p,154
5011,0,u attend ur drive lesson mani time wk n day,59
5012,0,uncl g check reward month,59
5013,0,hello boytoy geeee miss today like send tm remind think love love kiss,146
5014,0,think two still need get cash def readi,73
5015,0,hey gal u wanna meet dinner n te,47
5016,1,dear xxxxxxx u invit xchat thi final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr,154
5017,0,babe talk think good boy miss love,152
5018,0,great offic today,31
5019,0,cool last littl get ani time soon,66
5020,0,sad puppi noi,19
5021,0,ye possibl dint tri pl dont tell ani one k,57
5022,0,anyway holla whenev around becau need excu go creep peopl sarasota,100
5023,0,happen,22
5024,0,wa gonna ask lol think,44
5025,1,ur cash balanc current pound maxim ur cash send go onli p meg cc hg suit land row w j hl,146
5026,1,privat account statement show un redeem point call identifi code xx expir,133
5027,0,go chase run cross street,67
5028,1,like tell deepest darkest fantasi call p min stop text call nat rate,126
5029,0,come friday leav pongal get ani news work place,84
5030,0,hey veri inconveni si huh,48
5031,0,ok vl u know got adsen approv,43
5032,0,wa realli good see day dudett miss,69
5033,0,want go perumbavoor,27
5034,0,mani time told stage use laugh listen aha,72
5035,1,believ true incr txt repli g learn truli amaz thing blow mind fwd onli p txt,149
5036,0,hear,28
5037,0,thank talk saturday veri dear cherish brother role model,133
5038,0,pl clarifi back open return ticket prepon go back kerala,98
5039,1,natali f invit friend repli ye see www sm ac u natali k stop send stop frnd,135
5040,0,ran younger man make pretti babi togeth,70
5041,1,jamster get free wallpap text heart c appli onli need help call,109
5042,0,ic lol play door sometim yo,41
5043,0,dunno dad said come home bring us lunch yup go w u lor call u reach school lor,111
5044,0,sent jd custom servic cum account execut ur mail id detail contact us,97
5045,0,desir u go doctor liver get bit stylish get ur hair manag,89
5046,0,hmmm still dont open,31
5047,0,yeah basic ani time next week get away mom amp get befor,89
5048,0,edison ha rightli said fool ask question wise man answer know whi us speechless dure viva gm,143
5049,0,vote wherev heart guid,43
5050,0,si lor juz watch italian job,46
5051,0,tick tick tick could die lone know pout stomp feet need,111
5052,0,lmao know well,27
5053,1,doubl min doubl txt price liner latest orang bluetooth mobil call mobileupd veri latest offer call optout lf,159
5054,0,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club thi week way,175
5055,0,goodnight da thangam realli miss u dear,42
5056,0,hey next sun basic yoga cour bugi go pilat intro next sat tell time r free,138
5057,0,geeeee internet realli bad today eh,50
5058,1,free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout,145
5059,0,think disturb da,30
5060,0,sorri call later meet sir,49
5061,0,havent stuck orchard dad car go dinner u leh r free tonight,91
5062,0,ok also wan watch e pm show,36
5063,0,dunno lei like dun haf,30
5064,0,brother transfer onli lt gt lt gt pa,63
5065,0,call later afternoon onword mtnl servic get problem south mumbai hear cann listen,119
5066,1,uk break accommodationvouch term condit appli claim mustprovid claim number,131
5067,0,talk g x,26
5068,0,hai dear friend thi new amp present number rajitha raj ranju,82
5069,1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,160
5070,0,differ style,23
5071,1,win shop spree everi week start play text store skilgm tsc winawk age perweeksub,135
5072,0,gud ni dear slp well take care swt dream muah,53
5073,0,want sent lt gt mesag today sorri hurt,66
5074,1,thi nd attempt contract u thi week top prize either cash prize call,130
5075,0,well glad find total disagr lol,62
5076,0,guy flash go call call madam take care oh,74
5077,1,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call,158
5078,0,mark work tomorrow get hi work hou meet u afterward,93
5079,0,keep ur problem ur heart,29
5080,0,yeah give call got minut,43
5081,0,hi babe uawak feellikw shit justfound via alett thatmum gotmarri thnov behind ourback fuckinn selfish,119
5082,0,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount mother law woman hitler eleven plu two twelv plu one amaz,256
5083,0,aiya discuss later lar pick,51
5084,0,hey happi birthday,21
5085,0,sorri miss call plea call back,51
5086,0,omg one thing anoth cat ha worm doe thi bad day end,85
5087,0,good morn im suffer fever dysentri abl come offic today,94
5088,0,wont anyth de,22
5089,0,type stuff sing,31
5090,0,st andr virgil cream,24
5091,0,check room befor activ,46
5092,0,fri ah oki lor goin drivin den go shoppin tt,65
5093,0,gokila talk aha,32
5094,0,hi shanil rakhesh thank exchang uncut diamond stuff leav back excel servic dino prem,120
5095,0,k k thi month kote birthday know,36
5096,0,realli realli broke oh amount small even lt gt,71
5097,0,sorri thi mate phone didnt write love kate,70
5098,1,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free,149
5099,0,ah well confu thing doesnt thought wa friend mayb wrong thing alreadi sort invit tho may come co money,166
5100,0,aight call onc close,32
5101,0,nope fine might nap tho,41
5102,1,thi msg mobil content order ha resent previou attempt fail due network error queri customersqueri netvi uk com,153
5103,0,news hassl get weed week andr ha money haughaighgtujhyguj,98
5104,0,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck wa speed toward gal wn wa hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msg gud ni,450
5105,0,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac prob,150
5106,0,ding ya break fassyol blacko londn,47
5107,0,realli need kiss u miss u babi ur babi eva,57
5108,0,sign matur start say big thing actual start understand small thing nice even bslvyl,154
5109,0,oh got mani respon,33
5110,1,new messag plea call,47
5111,0,reach sch alreadi,27
